ID,BndCd,Z,VAr,CAr,Curv,EdgL,Slp,FWidth,Aspect,SV,LV,AvSM,AvRtM,HOccr,HRt,SbOccr,SbRt,POccr,PRt,SatOccr,SatRt,SoiSatOccr,RchDsch,AvET,EvpFrct,cET,cEsoil,cLHF,cMelt,cSHF,cPHF,cRLIn,cRLo,cRSIn,cGHF,cUErr,cHrsSun,cHrsSnow,persTime,peakWE,initTime,peakTime,cIntSub,cSnSub,cSnEvap,cIntUnl,AvCanStorParam,AvIntercCoeff,AvTF,AvCanFieldCap,AvDrainCoeff,AvDrainExpPar,AvLUAlb,AvVegHeight,AvOTCoeff,AvStomRes,AvVegFract,AvLeafAI,AvEvapThresh,AvTransThresh,Bedrock_Depth_mm,Ks,ThetaS,ThetaR,PoreSize,AirEBubPress,DecayF,SatAnRatio,UnsatAnRatio,Porosity,VolHeatCond,SoilHeatCap,SoilID,LandUseID,weight
520.0,0,428.7,565.7864,0.0005657864,-0.295529,20.3597,0.295529,14.5184,3.744,0.9794992,0,0.4824,0.5594,13,32.5,0,0,0,0,0,0,16,0.00895,0.04715,0.2496,68.66,16.77,0,0,0,0,0,0,1950878000.0,0,0,1177,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.6,1.5,1.0,4.7,0.18,1.0,0.4,200,0.4,1.5,0.4,0.1,1830.0,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,3,2,0.00010049061850516985
521.0,0,395.2,1350.724,0.001350724,-0.00694169,49.6559,0.00694169,10.6585,4.619,0.999988,0,0.4708,0.541,13,33.4,0,0,0,0,0,0,16,0.00947,0.04742,0.2552,68.7,16.88,0,0,0,0,0,0,1950878000.0,0,0,1267,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.6,1.5,1.0,4.7,0.18,1.0,0.4,200,0.4,1.5,0.4,0.1,1950.092,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,3,2,0.00023990518363427795
522.0,0,413.2,1224.012,0.001224012,-0.111228,26.0757,0.111228,13.217,5.591,0.9969355,0,0.4834,0.5614,13,33.6,0,0,0,0,0,0,16,0.019,0.04651,0.25,66.47,16.41,0,0,0,0,0,0,1950878000.0,0,0,1255,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.6,1.5,1.0,4.7,0.18,1.0,0.4,200,0.4,1.5,0.4,0.1,1820.0,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,2,2,0.0002173995750653426
523.0,0,412.5,640.6523,0.0006406523,-0.0317683,40.3215,0.0317683,6.57927,3.819,0.9997479,0,0.4689,0.5381,13,33.3,0,0,0,0,0,0,16,0.00774,0.04759,0.2558,69.07,16.89,0,0,0,0,0,0,1950878000.0,0,0,1262,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.6,1.5,1.0,4.7,0.18,1.0,0.4,200,0.4,1.5,0.4,0.1,1971.243,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,3,2,0.00011378772249343502
524.0,0,413.7,688.3202,0.0006883202,-0.197669,25.7227,0.197669,12.8782,5.148,0.990509,0,0.4718,0.5424,13,32.9,0,0,0,0,0,0,16,0.00979,0.04796,0.2555,69.02,17.18,0,0,0,0,0,0,1950878000.0,0,0,1218,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.6,1.5,1.0,4.7,0.18,1.0,0.4,200,0.4,1.5,0.4,0.1,1940.0,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,3,2,0.00012225412740144023
525.0,0,501.5,1893.901,0.001893901,-0.332889,49.3617,0.332889,21.4632,2.371,0.9744049,0,0.5438,0.6914,13,35.3,0,0,0,0,0,0,15,0.0474,0.03998,0.2451,59.18,23.69,0,0,0,0,0,0,1950878000.0,0,0,1143,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.7,1.5,1.0,4.7,0.18,1.0,0.4,200,0.3,1.5,0.4,0.1,1350.0,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,2,1,0.0003363800948159229
526.0,0,475.1,1165.099,0.001165099,-0.142815,44.9587,0.142815,5.74355,1.29,0.9949777,0,0.4904,0.5861,6,64.3,0,0,0,0,0,0,7,0.236,0.04221,0.2558,60.22,21.04,0,0,0,0,0,0,1950878000.0,0,0,1196,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.7,1.5,1.0,4.7,0.18,1.0,0.4,200,0.3,1.5,0.4,0.1,1753.839,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,2,1,0.00020693590218809587
527.0,0,404.5,1569.121,0.001569121,-0.119443,33.8434,0.119443,25.5563,5.616,0.9964711,0,0.459,0.5239,13,32.9,0,0,0,0,0,0,16,0.00288,0.04864,0.272,70.49,17.01,0,0,0,0,0,0,1950878000.0,0,0,1254,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.6,1.5,1.0,4.7,0.18,1.0,0.4,200,0.4,1.5,0.4,0.1,2084.822,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,3,2,0.0002786951750686313
528.0,0,473.8,860.6214,0.0008606214,-0.216728,27.5184,0.216728,13.1873,4.446,0.9886553,0,0.4817,0.5682,6,65.5,0,0,0,0,0,0,7,0.208,0.04366,0.2576,62.86,21.5,0,0,0,0,0,0,1950878000.0,0,0,1177,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.7,1.5,1.0,4.7,0.18,1.0,0.4,200,0.3,1.5,0.4,0.1,1836.9,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,3,1,0.0001528569382098707
529.0,0,451.7,654.559,0.000654559,-0.20754,33.7401,0.20754,25.3911,2.048,0.9895676,0,0.4796,0.5554,13,34.1,0,0,0,0,0,0,16,0.0283,0.04358,0.2766,63.87,22.35,0,0,0,0,0,0,1950878000.0,0,0,1184,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.7,1.5,1.0,4.7,0.18,1.0,0.4,200,0.3,1.5,0.4,0.1,1857.761,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,3,1,0.00011625772333538853
530.0,0,414.2,798.6646,0.0007986646,-0.195499,25.0083,0.195499,15.0802,1.666,0.9907104,0,0.4756,0.5488,13,34.1,0,0,0,0,0,0,16,0.0251,0.04364,0.2774,64.14,22.32,0,0,0,0,0,0,1950878000.0,0,0,1184,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.7,1.5,1.0,4.7,0.18,1.0,0.4,200,0.3,1.5,0.4,0.1,1899.412,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,3,1,0.00014185264904243735
531.0,0,440.1,799.5759,0.0007995759,-0.133095,26.8461,0.133095,12.3547,2.091,0.9956294,0,0.5314,0.6611,13,36.0,0,0,0,0,0,0,16,0.0465,0.04023,0.2454,59.35,23.37,0,0,0,0,0,0,1950878000.0,0,0,1196,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.7,1.5,1.0,4.7,0.18,1.0,0.4,200,0.3,1.5,0.4,0.1,1430.0,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,2,1,0.00014201450712287862
532.0,0,440.4,3834.737,0.003834737,-0.157348,80.8797,0.157348,38.9514,1.92,0.993923,0,0.5339,0.6673,13,36.0,0,0,0,0,0,0,16,0.048,0.04013,0.2453,59.12,23.36,0,0,0,0,0,0,1950878000.0,0,0,1196,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.7,1.5,1.0,4.7,0.18,1.0,0.4,200,0.3,1.5,0.4,0.1,1413.119,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,2,1,0.0006810964224920563
533.0,0,479.2,2026.987,0.002026987,-0.183946,69.4983,0.183946,11.1491,2.165,0.9917498,0,0.5521,0.7132,14,34.0,0,0,0,0,0,0,17,0.0509,0.03921,0.2439,58.55,22.78,0,0,0,0,0,0,1950878000.0,0,0,1194,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.7,1.5,1.0,4.7,0.18,1.0,0.4,200,0.3,1.5,0.4,0.1,1300.0,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,2,1,0.0003600178041252648
534.0,0,462.8,1966.523,0.001966523,-0.138175,42.7193,0.138175,9.22119,2.769,0.9952942,0,0.4886,0.5708,13,34.7,0,0,0,0,0,0,16,0.0315,0.04297,0.2588,62.81,22.58,0,0,0,0,0,0,1950878000.0,0,0,1196,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.7,1.5,1.0,4.7,0.18,1.0,0.4,200,0.3,1.5,0.4,0.1,1770.0,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,3,1,0.00034927865458526773
535.0,0,504.9,1808.498,0.001808498,-0.245421,33.5315,0.245421,45.1161,2.087,0.9855899,0,0.5376,0.7029,3,61.7,0,0,0,0,0,0,4,0.35,0.0396,0.2443,58.74,22.89,0,0,0,0,0,0,1950878000.0,0,0,1172,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.7,1.5,1.0,4.7,0.18,1.0,0.4,200,0.3,1.5,0.4,0.1,1389.193,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,1,1,0.0003212114723601746
536.0,0,502.1,1825.167,0.001825167,-0.296093,32.8412,0.296093,44.1094,2.82,0.9794256,0,0.529,0.6789,4,59.6,0,0,0,0,0,0,5,0.3,0.04054,0.2449,59.82,22.5,0,0,0,0,0,0,1950878000.0,0,0,1196,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.7,1.5,1.0,4.7,0.18,1.0,0.4,200,0.3,1.5,0.4,0.1,1446.047,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,1,1,0.00032417209163250536
537.0,0,491.4,2006.603,0.002006603,-0.142579,43.5705,0.142579,18.1066,1.084,0.994994,0,0.4855,0.576,6,65.5,0,0,0,0,0,0,7,0.226,0.04249,0.2584,60.49,20.72,0,0,0,0,0,0,1950878000.0,0,0,1213,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.7,1.5,1.0,4.7,0.18,1.0,0.4,200,0.3,1.5,0.4,0.1,1800.0,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,1,1,0.0003563973551932838
538.0,0,603.6,2812.409,0.002812409,-0.714238,48.1719,0.714238,14.2965,3.829,0.906876,0,0.5685,0.7511,13,31.6,0,0,0,0,0,0,15,0.0429,0.04136,0.2452,61.74,25.16,0,0,0,0,0,0,1950878000.0,0,0,1085,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.7,1.5,1.0,4.7,0.18,1.0,0.4,200,0.3,1.5,0.4,0.1,1210.0,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,1,1,0.0004995184046479488
539.0,0,551.1,2104.075,0.002104075,-0.525272,30.3256,0.525272,12.2495,4.695,0.9426495,0,0.5549,0.7252,14,51.4,0,0,0,0,0,0,17,0.13,0.04067,0.2391,58.8,22.93,0,0,0,0,0,0,1950878000.0,0,0,1071,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.7,1.5,1.0,4.7,0.18,1.0,0.4,200,0.3,1.5,0.4,0.1,1284.143,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,1,1,0.00037370958038451476
540.0,0,455.4,884.7313,0.0008847313,-0.189426,29.2941,0.189426,13.8836,3.631,0.9912639,0,0.4951,0.5823,13,34.7,0,0,0,0,0,0,16,0.0312,0.04296,0.2537,62.94,22.77,0,0,0,0,0,0,1950878000.0,0,0,1200,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.7,1.5,1.0,4.7,0.18,1.0,0.4,200,0.3,1.5,0.4,0.1,1711.095,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,2,1,0.00015713915277546964
541.0,0,743.2,3244.979,0.003244979,-0.267068,57.0528,0.267068,42.0628,5.983,0.9830691,0,0.5793,0.7824,15,52.1,0,0,0,0,0,0,17,0.155,0.03934,0.2332,57.36,16.79,0,0,0,0,0,0,1950878000.0,0,0,1262,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.6,1.5,1.0,4.7,0.18,1.0,0.4,200,0.4,1.5,0.4,0.1,1156.145,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,1,2,0.00057634815320108
542.0,0,484.8,711.5984,0.0007115984,-0.115455,24.7135,0.115455,13.6022,4.189,0.9967005,0,0.4654,0.54,7,62.8,0,0,0,0,0,0,8,0.172,0.04757,0.255,68.3,16.7,0,0,0,0,0,0,1950878000.0,0,0,1231,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.6,1.5,1.0,4.7,0.18,1.0,0.4,200,0.4,1.5,0.4,0.1,2010.0,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,2,2,0.0001263886218249312
543.0,0,463.9,738.2544,0.0007382544,-0.33116,24.4404,0.33116,23.0322,4.728,0.9746502,0,0.4886,0.5702,13,32.3,0,0,0,0,0,0,15,0.0162,0.04718,0.2489,67.53,17.21,0,0,0,0,0,0,1950878000.0,0,0,1144,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.6,1.5,1.0,4.7,0.18,1.0,0.4,200,0.4,1.5,0.4,0.1,1770.0,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,2,2,0.00013112305504367562
544.0,0,494.0,1458.873,0.001458873,-0.114359,37.5137,0.114359,17.0798,4.597,0.9967622,0,0.4855,0.5751,6,64.8,0,0,0,0,0,0,7,0.208,0.04587,0.2454,65.27,16.47,0,0,0,0,0,0,1950878000.0,0,0,1232,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.6,1.5,1.0,4.7,0.18,1.0,0.4,200,0.4,1.5,0.4,0.1,1800.0,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,2,2,0.0002591137752524498
545.0,0,481.2,2120.292,0.002120292,-0.145052,46.018,0.145052,12.3268,3.34,0.9948216,0,0.5495,0.706,14,34.0,0,0,0,0,0,0,17,0.0452,0.03951,0.2429,59.28,22.83,0,0,0,0,0,0,1950878000.0,0,0,1244,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.7,1.5,1.0,4.7,0.18,1.0,0.4,200,0.3,1.5,0.4,0.1,1315.523,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,2,1,0.00037658991890148575
546.0,0,489.5,2346.455,0.002346455,-0.163769,36.1729,0.163769,13.4721,2.45,0.9934269,0,0.4834,0.5719,6,65.7,0,0,0,0,0,0,7,0.221,0.04271,0.2606,61.52,21.02,0,0,0,0,0,0,1950878000.0,0,0,1196,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.7,1.5,1.0,4.7,0.18,1.0,0.4,200,0.3,1.5,0.4,0.1,1820.0,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,3,1,0.00041675924738478746
547.0,0,486.4,1478.436,0.001478436,-0.186751,31.1613,0.186751,17.4527,3.052,0.9915027,0,0.4838,0.5725,6,65.4,0,0,0,0,0,0,7,0.218,0.04288,0.258,62.08,21.21,0,0,0,0,0,0,1950878000.0,0,0,1190,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.7,1.5,1.0,4.7,0.18,1.0,0.4,200,0.3,1.5,0.4,0.1,1816.197,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,3,1,0.00026258840449383243
548.0,0,537.6,1079.279,0.001079279,-0.340407,32.1787,0.340407,37.7556,5.63,0.9733276,0,0.5705,0.7635,15,51.0,0,0,0,0,0,0,17,0.152,0.04078,0.2343,59.5,17.1,0,0,0,0,0,0,1950878000.0,0,0,1233,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.6,1.5,1.0,4.7,0.18,1.0,0.4,200,0.4,1.5,0.4,0.1,1200.0,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,1,2,0.00019169321540715934
549.0,0,462.6,853.9093,0.0008539093,-0.398688,26.5441,0.398688,13.0657,0.1534,0.9644482,0,0.4886,0.5705,13,31.7,0,0,0,0,0,0,15,0.0301,0.04655,0.256,64.77,16.46,0,0,0,0,0,0,1950878000.0,0,0,1269,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.6,1.5,1.0,4.7,0.18,1.0,0.4,200,0.4,1.5,0.4,0.1,1770.0,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,2,2,0.0001516647867540058
550.0,0,456.8,935.4045,0.0009354045,-0.384081,29.2934,0.384081,22.207,5.452,0.9667564,0,0.4718,0.5425,13,31.3,0,0,0,0,0,0,15,0.0138,0.04873,0.2601,69.09,17.4,0,0,0,0,0,0,1950878000.0,0,0,1166,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.6,1.5,1.0,4.7,0.18,1.0,0.4,200,0.4,1.5,0.4,0.1,1940.0,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,3,2,0.0001661393359004726
551.0,0,441.9,905.9769,0.0009059769,-0.132895,28.5409,0.132895,19.7983,4.434,0.9956424,0,0.4896,0.5724,13,34.8,0,0,0,0,0,0,16,0.0285,0.04337,0.2555,63.23,23.07,0,0,0,0,0,0,1950878000.0,0,0,1221,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.7,1.5,1.0,4.7,0.18,1.0,0.4,200,0.3,1.5,0.4,0.1,1760.611,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,3,1,0.00016091263245704814
552.0,0,714.1,2190.437,0.002190437,-0.584128,47.6396,0.584128,17.9409,5.465,0.93174,0,0.57,0.7549,13,32.5,0,0,0,0,0,0,15,0.046,0.04205,0.2378,60.15,18.2,0,0,0,0,0,0,1950878000.0,0,0,1138,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.6,1.5,1.0,4.7,0.18,1.0,0.4,200,0.4,1.5,0.4,0.1,1202.199,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,1,2,0.00038904853302696693
553.0,0,490.4,1850.819,0.001850819,-0.189266,43.0957,0.189266,18.8502,2.575,0.9912782,0,0.5227,0.6642,4,70.3,0,0,0,0,0,0,5,0.304,0.04057,0.2449,59.49,22.0,0,0,0,0,0,0,1950878000.0,0,0,1196,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.7,1.5,1.0,4.7,0.18,1.0,0.4,200,0.3,1.5,0.4,0.1,1490.0,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,1,1,0.00032872820211146816
554.0,0,408.9,1617.998,0.001617998,-0.104181,36.2297,0.104181,37.261,5.798,0.9973085,0,0.4646,0.5317,13,33.1,0,0,0,0,0,0,16,0.0067,0.04812,0.2592,69.48,17.07,0,0,0,0,0,0,1950878000.0,0,0,1261,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.6,1.5,1.0,4.7,0.18,1.0,0.4,200,0.4,1.5,0.4,0.1,2019.756,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,3,2,0.0002873763309972241
555.0,0,496.7,2135.105,0.002135105,-0.666909,28.456,0.666909,13.4228,4.775,0.9159785,0,0.5601,0.7314,13,31.9,0,0,0,0,0,0,15,0.0411,0.04196,0.2437,61.5,24.72,0,0,0,0,0,0,1950878000.0,0,0,993,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.7,1.5,1.0,4.7,0.18,1.0,0.4,200,0.3,1.5,0.4,0.1,1254.963,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,1,1,0.00037922088976242746
556.0,0,480.2,3137.401,0.003137401,-0.415117,62.1327,0.415117,54.8591,2.405,0.9617921,0,0.5454,0.6952,13,34.5,0,0,0,0,0,0,15,0.0449,0.04014,0.2461,59.45,23.95,0,0,0,0,0,0,1950878000.0,0,0,1104,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.7,1.5,1.0,4.7,0.18,1.0,0.4,200,0.3,1.5,0.4,0.1,1340.0,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,1,1,0.0005572409782008518
557.0,0,573.9,2794.807,0.002794807,-0.531981,43.3527,0.531981,24.5687,1.169,0.9414241,0,0.5653,0.7449,13,34.0,0,0,0,0,0,0,15,0.0571,0.03922,0.2459,56.33,23.11,0,0,0,0,0,0,1950878000.0,0,0,1080,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.7,1.5,1.0,4.7,0.18,1.0,0.4,200,0.3,1.5,0.4,0.1,1227.224,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,1,1,0.0004963920731084702
558.0,0,495.8,1205.059,0.001205059,-0.140358,42.156,0.140358,6.06148,4.13,0.9951465,0,0.4715,0.5498,7,61.3,0,0,0,0,0,0,8,0.183,0.04707,0.2522,67.24,16.6,0,0,0,0,0,0,1950878000.0,0,0,1216,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.6,1.5,1.0,4.7,0.18,1.0,0.4,200,0.4,1.5,0.4,0.1,1942.455,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,2,2,0.00021403328932123762
559.0,0,391.5,1645.724,0.001645724,-0.0441973,35.618,0.0441973,35.3104,4.284,0.9995124,0,0.467,0.5351,13,33.3,0,0,0,0,0,0,16,0.00598,0.0479,0.2565,69.52,16.77,0,0,0,0,0,0,1950878000.0,0,0,1256,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.6,1.5,1.0,4.7,0.18,1.0,0.4,200,0.4,1.5,0.4,0.1,1992.971,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,3,2,0.00029230080936693096
560.0,0,597.9,2450.65,0.00245065,-0.603646,46.3684,0.603646,26.8522,1.105,0.9280564,0,0.579,0.7808,14,51.7,0,0,0,0,0,0,17,0.151,0.03825,0.2383,53.64,21.67,0,0,0,0,0,0,1950878000.0,0,0,1069,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.7,1.5,1.0,4.7,0.18,1.0,0.4,200,0.3,1.5,0.4,0.1,1157.604,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,1,1,0.00043526556000585115
561.0,0,589.6,1805.625,0.001805625,-0.451361,41.7456,0.451361,14.4014,2.767,0.9557283,0,0.577,0.7772,15,51.0,0,0,0,0,0,0,17,0.151,0.03821,0.237,56.91,22.21,0,0,0,0,0,0,1950878000.0,0,0,1162,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.7,1.5,1.0,4.7,0.18,1.0,0.4,200,0.3,1.5,0.4,0.1,1167.412,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,1,1,0.0003207011922492257
562.0,0,519.8,3097.841,0.003097841,-0.517057,79.7598,0.517057,11.8798,2.467,0.9441422,0,0.5668,0.7486,13,34.3,0,0,0,0,0,0,15,0.0583,0.03957,0.2456,59.11,23.7,0,0,0,0,0,0,1950878000.0,0,0,1104,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.7,1.5,1.0,4.7,0.18,1.0,0.4,200,0.3,1.5,0.4,0.1,1219.241,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,1,1,0.0005502146359839577
563.0,0,491.9,948.4386,0.0009484386,-0.0878748,28.0151,0.0878748,14.9275,1.756,0.9980806,0,0.4919,0.5892,6,64.3,0,0,0,0,0,0,7,0.235,0.0421,0.2531,60.31,21.1,0,0,0,0,0,0,1950878000.0,0,0,1217,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.7,1.5,1.0,4.7,0.18,1.0,0.4,200,0.3,1.5,0.4,0.1,1740.205,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,3,1,0.00016845435225763182
564.0,0,485.2,1280.245,0.001280245,-0.143773,45.0491,0.143773,6.69038,4.077,0.9949111,0,0.4742,0.5549,7,61.4,0,0,0,0,0,0,8,0.203,0.04381,0.2706,63.51,21.17,0,0,0,0,0,0,1950878000.0,0,0,1214,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.7,1.5,1.0,4.7,0.18,1.0,0.4,200,0.3,1.5,0.4,0.1,1914.121,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,4,1,0.00022738724700372998
565.0,0,398.2,1771.777,0.001771777,-0.0165782,47.5908,0.0165782,27.2081,3.895,0.9999313,0,0.4632,0.53,13,34.3,0,0,0,0,0,0,16,0.0145,0.04471,0.2798,66.67,23.49,0,0,0,0,0,0,1950878000.0,0,0,1265,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.7,1.5,1.0,4.7,0.18,1.0,0.4,200,0.3,1.5,0.4,0.1,2036.281,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,3,1,0.0003146893714363483
566.0,0,415.5,756.712,0.000756712,-0.251969,24.6554,0.251969,24.441,3.999,0.9848458,0,0.4893,0.5717,13,34.1,0,0,0,0,0,0,16,0.0253,0.04378,0.2576,64.3,23.36,0,0,0,0,0,0,1950878000.0,0,0,1177,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.7,1.5,1.0,4.7,0.18,1.0,0.4,200,0.3,1.5,0.4,0.1,1763.499,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,3,1,0.00013440135165900788
567.0,0,430.9,2681.433,0.002681433,-0.0803747,46.2039,0.0803747,24.3522,5.807,0.9983928,0,0.4729,0.5442,13,33.4,0,0,0,0,0,0,16,0.0123,0.04731,0.2543,67.98,16.84,0,0,0,0,0,0,1950878000.0,0,0,1263,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.6,1.5,1.0,4.7,0.18,1.0,0.4,200,0.4,1.5,0.4,0.1,1928.066,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,2,2,0.0004762554572718134
568.0,0,429.2,1029.791,0.001029791,-0.193755,29.9817,0.193755,21.0052,6.083,0.990871,0,0.4824,0.5597,13,33.2,0,0,0,0,0,0,16,0.019,0.04662,0.2521,66.14,16.3,0,0,0,0,0,0,1950878000.0,0,0,1267,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.6,1.5,1.0,4.7,0.18,1.0,0.4,200,0.4,1.5,0.4,0.1,1830.0,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,3,2,0.0001829035383689982
569.0,0,471.2,1200.55,0.00120055,-0.187215,31.8165,0.187215,28.2208,2.795,0.9914615,0,0.4746,0.5556,7,60.9,0,0,0,0,0,0,8,0.204,0.04332,0.2711,63.15,20.94,0,0,0,0,0,0,1950878000.0,0,0,1196,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.7,1.5,1.0,4.7,0.18,1.0,0.4,200,0.3,1.5,0.4,0.1,1910.095,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,2,1,0.0002132324355028358
570.0,0,450.8,847.7703,0.0008477703,-0.295137,26.9954,0.295137,22.3896,2.928,0.9795502,0,0.4727,0.5442,13,33.3,0,0,0,0,0,0,16,0.0185,0.04424,0.2778,66.1,23.63,0,0,0,0,0,0,1950878000.0,0,0,1196,0,0,0,0,2207,0,0,0,0,-9999,-9999,0.7,1.5,1.0,4.7,0.18,1.0,0.4,200,0.3,1.5,0.4,0.1,1930.0,20,0.41,0.05,0.5,-300,0.002,1,1,0.4,0.7,1400000,3,1,0.00015057442490189478
